year;month;decimal date;monthly average;de-season alized;ndays;st. dev of days;unc. of mon mean
1997;1;19.970.417;363.24;363.03;31;0.40;0.14
1997;2;19.971.250;364.21;363.40;28;0.62;0.22
1997;3;19.972.083;364.65;363.02;31;0.40;0.14
1997;4;19.972.917;366.48;363.82;21;0.46;0.19
1997;5;19.973.750;366.77;363.87;29;0.53;0.19
1997;6;19.974.583;365.73;363.56;27;0.23;0.09
1997;7;19.975.417;364.46;363.74;24;0.47;0.18
1997;8;19.976.250;362.40;363.98;25;0.57;0.22
1997;9;19.977.083;360.44;363.83;26;0.63;0.24
1997;10;19.977.917;360.98;364.28;27;0.32;0.12
1997;11;19.978.750;362.65;364.71;30;0.31;0.11
1997;12;19.979.583;364.51;365.28;30;0.41;0.14
1998;1;19.980.417;365.39;365.19;30;0.43;0.15
1998;2;19.981.250;366.10;365.29;28;0.62;0.23
1998;3;19.982.083;367.36;365.73;31;0.82;0.28
1998;4;19.982.917;368.79;366.17;29;0.63;0.22
1998;5;19.983.750;369.56;366.68;30;0.77;0.27
1998;6;19.984.583;369.13;366.95;28;0.24;0.09
1998;7;19.985.417;367.98;367.29;23;0.65;0.26
1998;8;19.986.250;366.10;367.69;30;0.30;0.10
1998;9;19.987.083;364.16;367.51;28;0.40;0.14
1998;10;19.987.917;364.54;367.82;30;0.26;0.09
1998;11;19.988.750;365.67;367.70;23;0.25;0.10
1998;12;19.989.583;367.30;368.05;26;0.36;0.14
1999;1;19.990.417;368.35;368.13;27;0.47;0.17
1999;2;19.991.250;369.28;368.46;21;0.47;0.20
1999;3;19.992.083;369.84;368.24;25;0.81;0.31
1999;4;19.992.917;371.15;368.62;29;0.67;0.24
1999;5;19.993.750;371.12;368.31;26;0.59;0.22
1999;6;19.994.583;370.46;368.29;26;0.44;0.16
1999;7;19.995.417;369.61;368.93;27;0.63;0.23
1999;8;19.996.250;367.06;368.63;25;0.38;0.14
1999;9;19.997.083;364.95;368.28;28;0.74;0.27
1999;10;19.997.917;365.52;368.80;31;0.28;0.10
1999;11;19.998.750;366.88;368.86;28;0.25;0.09
1999;12;19.999.583;368.26;368.93;26;0.29;0.11
2000;1;20.000.417;369.45;369.24;26;0.48;0.18
2000;2;20.001.250;369.71;368.99;19;0.48;0.21
2000;3;20.002.083;370.75;369.24;30;0.47;0.16
2000;4;20.002.917;371.98;369.44;27;0.58;0.21
2000;5;20.003.750;371.75;368.87;28;0.53;0.19
2000;6;20.004.583;371.87;369.66;28;0.24;0.09
2000;7;20.005.417;370.02;369.36;25;0.31;0.12
2000;8;20.006.250;368.27;369.87;27;0.42;0.15
2000;9;20.007.083;367.15;370.46;25;0.36;0.14
2000;10;20.007.917;367.18;370.42;30;0.27;0.09
2000;11;20.008.750;368.53;370.48;25;0.30;0.12
2000;12;20.009.583;369.83;370.46;30;0.38;0.13
2001;1;20.010.417;370.76;370.60;30;0.56;0.20
2001;2;20.011.250;371.69;370.95;26;0.61;0.23
2001;3;20.012.083;372.63;371.06;26;0.46;0.17
2001;4;20.012.917;373.55;370.99;29;0.56;0.20
2001;5;20.013.750;374.03;371.11;24;0.41;0.16
2001;6;20.014.583;373.40;371.17;26;0.37;0.14
2001;7;20.015.417;371.68;371.08;25;0.62;0.24
2001;8;20.016.250;369.78;371.39;27;0.60;0.22
2001;9;20.017.083;368.34;371.61;28;0.49;0.18
2001;10;20.017.917;368.61;371.85;31;0.33;0.11
2001;11;20.018.750;369.94;371.92;24;0.24;0.09
2001;12;20.019.583;371.42;372.09;29;0.40;0.14
2002;1;20.020.417;372.70;372.48;28;0.52;0.19
2002;2;20.021.250;373.37;372.49;28;0.66;0.24
2002;3;20.022.083;374.30;372.61;24;0.62;0.24
2002;4;20.022.917;375.19;372.54;29;0.55;0.19
2002;5;20.023.750;375.93;372.98;29;0.57;0.20
2002;6;20.024.583;375.69;373.46;28;0.46;0.17
2002;7;20.025.417;374.16;373.58;25;0.47;0.18
2002;8;20.026.250;372.03;373.70;28;0.65;0.24
2002;9;20.027.083;370.92;374.29;23;0.74;0.30
2002;10;20.027.917;370.73;374.06;31;0.62;0.21
2002;11;20.028.750;372.43;374.52;29;0.43;0.15
2002;12;20.029.583;373.98;374.72;31;0.46;0.16
2003;1;20.030.417;375.07;374.82;30;0.51;0.18
2003;2;20.031.250;375.82;374.95;27;0.58;0.21
2003;3;20.032.083;376.64;374.99;28;0.63;0.23
2003;4;20.032.917;377.92;375.24;27;0.37;0.14
2003;5;20.033.750;378.78;375.73;30;0.78;0.27
2003;6;20.034.583;378.46;376.21;25;0.39;0.15
2003;7;20.035.417;376.88;376.37;29;0.70;0.25
2003;8;20.036.250;374.57;376.27;23;0.57;0.23
2003;9;20.037.083;373.34;376.65;25;0.37;0.14
2003;10;20.037.917;373.31;376.65;30;0.33;0.12
2003;11;20.038.750;374.84;376.99;26;0.45;0.17
2003;12;20.039.583;376.17;376.93;27;0.40;0.15
2004;1;20.040.417;377.17;376.96;30;0.45;0.16
2004;2;20.041.250;378.05;377.19;29;0.74;0.26
2004;3;20.042.083;379.06;377.40;27;0.84;0.31
2004;4;20.042.917;380.54;377.80;26;0.52;0.19
2004;5;20.043.750;380.80;377.66;28;0.61;0.22
2004;6;20.044.583;379.87;377.57;21;0.47;0.19
2004;7;20.045.417;377.65;377.12;25;0.50;0.19
2004;8;20.046.250;376.17;377.90;16;0.45;0.21
2004;9;20.047.083;374.43;377.80;15;0.56;0.28
2004;10;20.047.917;374.63;378.00;29;0.19;0.07
2004;11;20.048.750;376.33;378.49;29;0.62;0.22
2004;12;20.049.583;377.68;378.48;30;0.29;0.10
2005;1;20.050.417;378.63;378.37;31;0.32;0.11
2005;2;20.051.250;379.91;379.10;24;0.60;0.24
2005;3;20.052.083;380.95;379.45;26;1.16;0.44
2005;4;20.052.917;382.48;379.84;26;0.53;0.20
2005;5;20.053.750;382.64;379.49;31;0.61;0.21
2005;6;20.054.583;382.40;380.07;28;0.21;0.08
2005;7;20.055.417;380.93;380.38;29;0.38;0.13
2005;8;20.056.250;378.93;380.61;26;0.53;0.20
2005;9;20.057.083;376.89;380.20;27;0.51;0.19
2005;10;20.057.917;377.19;380.50;14;0.15;0.08
2005;11;20.058.750;378.54;380.69;23;0.45;0.18
2005;12;20.059.583;380.31;381.09;26;0.39;0.15
2006;1;20.060.417;381.58;381.33;24;0.31;0.12
2006;2;20.061.250;382.40;381.58;25;0.51;0.20
2006;3;20.062.083;382.86;381.32;29;0.55;0.20
2006;4;20.062.917;384.80;382.11;25;0.49;0.19
2006;5;20.063.750;385.22;382.06;24;0.45;0.17
2006;6;20.064.583;384.24;381.93;28;0.43;0.16
2006;7;20.065.417;382.65;382.10;24;0.32;0.12
2006;8;20.066.250;380.60;382.27;27;0.47;0.17
2006;9;20.067.083;379.04;382.35;25;0.42;0.16
2006;10;20.067.917;379.33;382.66;23;0.40;0.16
2006;11;20.068.750;380.35;382.52;29;0.39;0.14
2006;12;20.069.583;382.02;382.84;27;0.38;0.14
2007;1;20.070.417;383.10;382.88;24;0.76;0.30
2007;2;20.071.250;384.12;383.22;21;0.81;0.34
2007;3;20.072.083;384.81;383.17;27;0.63;0.23
2007;4;20.072.917;386.73;383.95;25;0.76;0.29
2007;5;20.073.750;386.78;383.56;29;0.64;0.23
2007;6;20.074.583;386.33;384.06;26;0.42;0.16
2007;7;20.075.417;384.73;384.25;27;0.44;0.16
2007;8;20.076.250;382.24;383.95;22;0.64;0.26
2007;9;20.077.083;381.20;384.56;21;0.45;0.19
2007;10;20.077.917;381.37;384.72;29;0.19;0.07
2007;11;20.078.750;382.70;384.90;30;0.31;0.11
2007;12;20.079.583;384.19;385.07;22;0.34;0.14
2008;1;20.080.417;385.78;385.54;31;0.56;0.19
2008;2;20.081.250;386.06;385.20;26;0.58;0.22
2008;3;20.082.083;386.28;384.72;30;0.60;0.21
2008;4;20.082.917;387.34;384.71;22;1.19;0.49
2008;5;20.083.750;388.78;385.69;25;0.57;0.22
2008;6;20.084.583;387.99;385.68;23;0.49;0.20
2008;7;20.085.417;386.61;386.04;10;0.96;0.58
2008;8;20.086.250;384.32;385.98;25;0.66;0.25
2008;9;20.087.083;383.41;386.68;27;0.34;0.12
2008;10;20.087.917;383.21;386.49;23;0.27;0.11
2008;11;20.088.750;384.41;386.59;28;0.29;0.11
2008;12;20.089.583;385.79;386.64;29;0.27;0.10
2009;1;20.090.417;387.17;386.86;30;0.38;0.13
2009;2;20.091.250;387.70;386.81;26;0.49;0.18
2009;3;20.092.083;389.04;387.54;28;0.68;0.25
2009;4;20.092.917;389.76;387.15;29;0.85;0.30
2009;5;20.093.750;390.36;387.24;30;0.51;0.18
2009;6;20.094.583;389.70;387.46;29;0.60;0.21
2009;7;20.095.417;388.24;387.77;22;0.31;0.13
2009;8;20.096.250;386.29;387.99;28;0.62;0.22
2009;9;20.097.083;384.95;388.22;28;0.56;0.20
2009;10;20.097.917;384.64;387.88;30;0.31;0.11
2009;11;20.098.750;386.23;388.36;30;0.29;0.10
2009;12;20.099.583;387.63;388.43;20;0.47;0.20
2010;1;20.100.417;388.91;388.62;30;0.92;0.32
2010;2;20.101.250;390.41;389.47;20;1.31;0.56
2010;3;20.102.083;391.37;389.85;25;1.05;0.40
2010;4;20.102.917;392.67;390.12;26;0.65;0.24
2010;5;20.103.750;393.21;390.09;29;0.65;0.23
2010;6;20.104.583;392.38;390.10;28;0.42;0.15
2010;7;20.105.417;390.41;389.93;29;0.47;0.17
2010;8;20.106.250;388.54;390.21;26;0.41;0.16
2010;9;20.107.083;387.03;390.32;29;0.55;0.19
2010;10;20.107.917;387.43;390.72;31;0.27;0.09
2010;11;20.108.750;388.87;390.99;29;0.42;0.15
2010;12;20.109.583;389.99;390.80;29;0.47;0.17
2011;1;20.110.417;391.50;391.19;29;0.88;0.31
2011;2;20.111.250;392.05;391.12;28;0.47;0.17
2011;3;20.112.083;392.80;391.27;29;0.97;0.35
2011;4;20.112.917;393.44;390.83;28;0.73;0.26
2011;5;20.113.750;394.41;391.24;29;0.93;0.33
2011;6;20.114.583;393.95;391.64;28;0.45;0.16
2011;7;20.115.417;392.72;392.25;26;0.71;0.26
2011;8;20.116.250;390.33;392.04;27;0.42;0.15
2011;9;20.117.083;389.28;392.60;26;0.31;0.12
2011;10;20.117.917;389.19;392.53;30;0.17;0.06
2011;11;20.118.750;390.48;392.64;28;0.26;0.10
2011;12;20.119.583;392.06;392.86;26;0.37;0.14
2012;1;20.120.417;393.31;393.07;30;0.77;0.27
2012;2;20.121.250;394.04;393.20;26;1.19;0.45
2012;3;20.122.083;394.59;392.99;30;0.63;0.22
2012;4;20.122.917;396.38;393.65;29;0.59;0.21
2012;5;20.123.750;396.93;393.73;30;0.50;0.17
2012;6;20.124.583;395.91;393.63;28;0.59;0.21
2012;7;20.125.417;394.56;394.12;26;0.30;0.11
2012;8;20.126.250;392.59;394.37;30;0.52;0.18
2012;9;20.127.083;391.32;394.74;26;0.42;0.16
2012;10;20.127.917;391.27;394.64;28;0.23;0.08
2012;11;20.128.750;393.20;395.25;29;0.53;0.19
2012;12;20.129.583;394.57;395.27;29;0.44;0.16
2013;1;20.130.417;395.78;395.62;28;0.60;0.22
2013;2;20.131.250;397.03;396.23;25;0.57;0.22
2013;3;20.132.083;397.66;396.07;30;0.71;0.25
2013;4;20.132.917;398.64;395.79;22;0.59;0.24
2013;5;20.133.750;400.02;396.64;28;0.37;0.13
2013;6;20.134.583;398.81;396.48;26;0.43;0.16
2013;7;20.135.417;397.51;397.12;21;0.52;0.22
2013;8;20.136.250;395.39;397.27;27;0.45;0.16
2013;9;20.137.083;393.72;397.24;26;0.35;0.13
2013;10;20.137.917;393.90;397.25;28;0.16;0.06
2013;11;20.138.750;395.36;397.35;30;0.60;0.21
2013;12;20.139.583;397.03;397.78;30;0.48;0.17
2014;1;20.140.417;398.04;397.74;31;0.49;0.17
2014;2;20.141.250;398.27;397.45;27;0.51;0.19
2014;3;20.142.083;399.91;398.37;22;0.84;0.34
2014;4;20.142.917;401.51;398.63;26;0.50;0.19
2014;5;20.143.750;401.96;398.56;22;0.51;0.21
2014;6;20.144.583;401.43;399.10;28;0.36;0.13
2014;7;20.145.417;399.27;398.85;25;0.55;0.21
2014;8;20.146.250;397.18;399.07;22;0.28;0.12
2014;9;20.147.083;395.54;399.11;21;0.54;0.23
2014;10;20.147.917;396.16;399.58;24;0.73;0.29
2014;11;20.148.750;397.40;399.49;27;0.37;0.14
2014;12;20.149.583;399.08;399.81;29;0.60;0.21
2015;1;20.150.417;400.18;399.92;30;0.55;0.19
2015;2;20.151.250;400.55;399.77;28;0.63;0.23
2015;3;20.152.083;401.74;400.22;24;1.02;0.40
2015;4;20.152.917;403.34;400.46;26;0.86;0.32
2015;5;20.153.750;404.15;400.70;30;0.32;0.11
2015;6;20.154.583;402.97;400.65;29;0.47;0.17
2015;7;20.155.417;401.46;401.11;24;0.57;0.22
2015;8;20.156.250;399.11;401.04;28;0.74;0.27
2015;9;20.157.083;397.82;401.43;25;0.32;0.12
2015;10;20.157.917;398.49;401.89;28;0.56;0.20
2015;11;20.158.750;400.27;402.24;25;0.58;0.22
2015;12;20.159.583;402.06;402.72;30;0.67;0.23
2016;1;20.160.417;402.73;402.45;27;0.56;0.21
2016;2;20.161.250;404.25;403.40;25;1.11;0.43
2016;3;20.162.083;405.06;403.54;28;0.81;0.29
2016;4;20.162.917;407.60;404.77;23;1.04;0.41
2016;5;20.163.750;407.90;404.41;29;0.50;0.18
2016;6;20.164.583;406.99;404.59;26;0.60;0.23
2016;7;20.165.417;404.59;404.24;28;0.88;0.32
2016;8;20.166.250;402.45;404.41;24;0.60;0.23
2016;9;20.167.083;401.23;404.85;25;0.44;0.17
2016;10;20.167.917;401.79;405.23;29;0.30;0.11
2016;11;20.168.750;403.72;405.74;27;0.72;0.26
2016;12;20.169.583;404.64;405.33;29;0.44;0.16
2017;1;20.170.417;406.36;406.04;27;0.68;0.25
2017;2;20.171.250;406.66;405.80;26;0.71;0.27
2017;3;20.172.083;407.54;406.05;24;1.03;0.40
2017;4;20.172.917;409.22;406.37;26;0.86;0.32
2017;5;20.173.750;409.89;406.37;27;0.57;0.21
2017;6;20.174.583;409.08;406.68;26;0.54;0.20
2017;7;20.175.417;407.33;407.01;28;0.61;0.22
2017;8;20.176.250;405.32;407.31;29;0.32;0.12
2017;9;20.177.083;403.57;407.17;26;0.37;0.14
2017;10;20.177.917;403.82;407.22;27;0.30;0.11
2017;11;20.178.750;405.31;407.36;26;0.41;0.15
2017;12;20.179.583;407.00;407.71;31;0.57;0.20
2018;1;20.180.417;408.15;407.83;29;0.55;0.19
2018;2;20.181.250;408.52;407.61;28;0.52;0.19
2018;3;20.182.083;409.59;408.06;29;0.65;0.23
2018;4;20.182.917;410.45;407.65;21;0.90;0.38
2018;5;20.183.750;411.44;407.98;24;0.86;0.33
2018;6;20.184.583;410.99;408.60;29;0.61;0.22
2018;7;20.185.417;408.90;408.60;27;0.46;0.17
2018;8;20.186.250;407.16;409.17;31;0.28;0.10
2018;9;20.187.083;405.71;409.30;29;0.45;0.16
2018;10;20.187.917;406.19;409.56;30;0.32;0.11
2018;11;20.188.750;408.21;410.24;24;0.56;0.22
2018;12;20.189.583;409.27;409.99;30;0.50;0.17
2019;1;20.190.417;411.03;410.69;26;1.26;0.47
2019;2;20.191.250;411.96;410.97;27;1.14;0.42
2019;3;20.192.083;412.18;410.71;28;1.12;0.40
2019;4;20.192.917;413.54;410.92;27;0.60;0.22
2019;5;20.193.750;414.86;411.47;28;0.50;0.18
2019;6;20.194.583;414.15;411.74;27;0.36;0.13
2019;7;20.195.417;411.96;411.64;25;0.81;0.31
2019;8;20.196.250;410.17;412.10;29;0.32;0.11
2019;9;20.197.083;408.76;412.26;29;0.35;0.13
2019;10;20.197.917;408.74;412.09;29;0.31;0.11
2019;11;20.198.750;410.47;412.50;26;0.40;0.15
2019;12;20.199.583;411.97;412.71;31;0.40;0.14
2020;1;20.200.417;413.59;413.32;29;0.73;0.26
2020;2;20.201.250;414.32;413.45;28;0.69;0.25
2020;3;20.202.083;414.71;413.31;26;0.33;0.12
2020;4;20.202.917;416.42;413.79;28;0.66;0.24
2020;5;20.203.750;417.28;413.87;27;0.61;0.23
2020;6;20.204.583;416.58;414.14;27;0.44;0.16
2020;7;20.205.417;414.58;414.21;30;0.57;0.20
2020;8;20.206.250;412.75;414.64;25;0.25;0.10
2020;9;20.207.083;411.49;414.94;29;0.31;0.11
2020;10;20.207.917;411.48;414.77;30;0.22;0.08
2020;11;20.208.750;413.10;415.11;27;0.81;0.30
2020;12;20.209.583;414.23;415.00;30;0.48;0.17
2021;1;20.210.417;415.49;415.22;29;0.44;0.16
2021;2;20.211.250;416.72;415.85;28;1.02;0.37
2021;3;20.212.083;417.61;416.20;28;0.86;0.31
2021;4;20.212.917;419.01;416.39;24;1.12;0.44
2021;5;20.213.750;419.09;415.68;28;0.90;0.32
2021;6;20.214.583;418.92;416.48;29;0.64;0.23
2021;7;20.215.417;416.90;416.52;31;0.71;0.24
2021;8;20.216.250;414.42;416.30;25;0.74;0.28
2021;9;20.217.083;413.26;416.71;27;0.29;0.11
2021;10;20.217.917;413.90;417.18;29;0.35;0.12
2021;11;20.218.750;414.97;416.99;30;0.36;0.13
2021;12;20.219.583;416.67;417.44;28;0.48;0.17
2022;1;20.220.417;418.13;417.86;30;0.72;0.25
2022;2;20.221.250;419.24;418.37;27;0.92;0.34
2022;3;20.222.083;418.76;417.36;30;0.78;0.27
2022;4;20.222.917;420.19;417.56;28;0.86;0.31
2022;5;20.223.750;420.97;417.56;31;0.75;0.26
2022;6;20.224.583;420.94;418.50;28;0.30;0.11
2022;7;20.225.417;418.85;418.48;27;0.57;0.21
2022;8;20.226.250;417.15;419.03;27;0.37;0.13
2022;9;20.227.083;415.91;419.35;28;0.41;0.15
2022;10;20.227.917;415.74;419.02;30;0.27;0.10
2022;11;20.228.750;417.47;419.49;25;0.52;0.20
2022;12;20.229.583;418.99;419.76;24;0.57;0.22
2023;1;20.230.417;419.48;419.22;31;0.42;0.14
2023;2;20.231.250;420.30;419.43;23;0.71;0.28
2023;3;20.232.083;420.98;419.58;30;0.74;0.26
2023;4;20.232.917;423.36;420.73;28;0.60;0.22
2023;5;20.233.750;424.00;420.59;31;0.69;0.24
2023;6;20.234.583;423.68;421.24;29;0.57;0.20
2023;7;20.235.417;421.83;421.45;21;0.48;0.20
2023;8;20.236.250;419.68;421.57;21;0.45;0.19
2023;9;20.237.083;418.51;421.95;18;0.30;0.14
2023;10;20.237.917;418.82;422.10;27;0.47;0.17
2023;11;20.238.750;420.46;422.48;21;0.88;0.37

